file_path,filename,emotion,emotion_code,actor,gender,intensity,statement,statement_text,repetition,vocal_channel,modality,sample_rate,duration,peak_amplitude,rms_energy,corrupted,silent,clipped,very_short,very_long,issue
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-02-01-01.wav,03-01-03-01-02-01-01.wav,happy,03,1,male,normal,2,Dogs are sitting by the door,1,speech,audio_only,48000,3.5368541666666666,0.050018310546875,0.006409137509763241,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-02-02-01.wav,03-01-03-01-02-02-01.wav,happy,03,1,male,normal,2,Dogs are sitting by the door,2,speech,audio_only,48000,3.703708333333333,0.044677734375,0.005991647485643625,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-01-01-01.wav,03-01-03-02-01-01-01.wav,happy,03,1,male,strong,1,Kids are talking by the door,1,speech,audio_only,48000,3.6703333333333332,0.126953125,0.01103049237281084,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-01-02-01.wav,03-01-03-02-01-02-01.wav,happy,03,1,male,strong,1,Kids are talking by the door,2,speech,audio_only,48000,3.6369583333333333,0.16583251953125,0.014462556689977646,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-02-01-01.wav,03-01-03-02-02-01-01.wav,happy,03,1,male,strong,2,Dogs are sitting by the door,1,speech,audio_only,48000,3.93725,0.127471923828125,0.017518894746899605,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-02-02-01.wav,03-01-03-02-02-02-01.wav,happy,03,1,male,strong,2,Dogs are sitting by the door,2,speech,audio_only,48000,3.9372708333333333,0.1395263671875,0.01633586920797825,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-01-01-01.wav,03-01-04-01-01-01-01.wav,sad,04,1,male,normal,1,Kids are talking by the door,1,speech,audio_only,48000,3.8371666666666666,0.045623779296875,0.0037387192714959383,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-01-02-01.wav,03-01-04-01-01-02-01.wav,sad,04,1,male,normal,1,Kids are talking by the door,2,speech,audio_only,48000,3.5702291666666666,0.041717529296875,0.003480493789538741,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-02-01-01.wav,03-01-04-01-02-01-01.wav,sad,04,1,male,normal,2,Dogs are sitting by the door,1,speech,audio_only,48000,3.5035,0.03192138671875,0.003021057927981019,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-02-02-01.wav,03-01-04-01-02-02-01.wav,sad,04,1,male,normal,2,Dogs are sitting by the door,2,speech,audio_only,48000,3.370041666666667,0.037078857421875,0.003945899195969105,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-01-01-01.wav,03-01-04-02-01-01-01.wav,sad,04,1,male,strong,1,Kids are talking by the door,1,speech,audio_only,48000,3.8037916666666667,0.0447998046875,0.004732837434858084,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-01-02-01.wav,03-01-04-02-01-02-01.wav,sad,04,1,male,strong,1,Kids are talking by the door,2,speech,audio_only,48000,3.703708333333333,0.10455322265625,0.008611271157860756,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-02-01-01.wav,03-01-04-02-02-01-01.wav,sad,04,1,male,strong,2,Dogs are sitting by the door,1,speech,audio_only,48000,3.7370833333333335,0.08233642578125,0.008392269723117352,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-02-02-01.wav,03-01-04-02-02-02-01.wav,sad,04,1,male,strong,2,Dogs are sitting by the door,2,speech,audio_only,48000,3.7370625,0.075103759765625,0.0097658047452569,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-01-01-01.wav,03-01-05-01-01-01-01.wav,angry,05,1,male,normal,1,Kids are talking by the door,1,speech,audio_only,48000,3.8705416666666665,0.18096923828125,0.015064570121467113,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-01-02-01.wav,03-01-05-01-01-02-01.wav,angry,05,1,male,normal,1,Kids are talking by the door,2,speech,audio_only,48000,3.9372708333333333,0.134796142578125,0.015829281881451607,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-02-01-01.wav,03-01-05-01-02-01-01.wav,angry,05,1,male,normal,2,Dogs are sitting by the door,1,speech,audio_only,48000,3.5035,0.1102294921875,0.012078898027539253,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-02-02-01.wav,03-01-05-01-02-02-01.wav,angry,05,1,male,normal,2,Dogs are sitting by the door,2,speech,audio_only,48000,3.7370625,0.181427001953125,0.01865324191749096,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-01-01-01.wav,03-01-05-02-01-01-01.wav,angry,05,1,male,strong,1,Kids are talking by the door,1,speech,audio_only,48000,4.104104166666667,0.81768798828125,0.08897252380847931,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-01-02-01.wav,03-01-05-02-01-02-01.wav,angry,05,1,male,strong,1,Kids are talking by the door,2,speech,audio_only,48000,4.371041666666667,0.56353759765625,0.05375795438885689,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-02-01-01.wav,03-01-05-02-02-01-01.wav,angry,05,1,male,strong,2,Dogs are sitting by the door,1,speech,audio_only,48000,4.137458333333333,0.602569580078125,0.05624742433428764,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-02-02-01.wav,03-01-05-02-02-02-01.wav,angry,05,1,male,strong,2,Dogs are sitting by the door,2,speech,audio_only,48000,4.437770833333333,0.998809814453125,0.14970125257968903,False,False,True,False,False,clipped
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-01-01-01.wav,03-01-06-01-01-01-01.wav,fearful,06,1,male,normal,1,Kids are talking by the door,1,speech,audio_only,48000,3.6703333333333332,0.110260009765625,0.010111521929502487,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-01-02-01.wav,03-01-06-01-01-02-01.wav,fearful,06,1,male,normal,1,Kids are talking by the door,2,speech,audio_only,48000,3.636979166666667,0.058624267578125,0.009289662353694439,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-02-01-01.wav,03-01-06-01-02-01-01.wav,fearful,06,1,male,normal,2,Dogs are sitting by the door,1,speech,audio_only,48000,3.4367708333333336,0.064056396484375,0.008191191591322422,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-02-02-01.wav,03-01-06-01-02-02-01.wav,fearful,06,1,male,normal,2,Dogs are sitting by the door,2,speech,audio_only,48000,3.7036875,0.0611572265625,0.007422902621328831,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-01-01-01.wav,03-01-06-02-01-01-01.wav,fearful,06,1,male,strong,1,Kids are talking by the door,1,speech,audio_only,48000,5.005,0.334014892578125,0.03109271451830864,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-01-02-01.wav,03-01-06-02-01-02-01.wav,fearful,06,1,male,strong,1,Kids are talking by the door,2,speech,audio_only,48000,4.2375625,0.512725830078125,0.0401754193007946,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-02-01-01.wav,03-01-06-02-02-01-01.wav,fearful,06,1,male,strong,2,Dogs are sitting by the door,1,speech,audio_only,48000,3.970625,0.589111328125,0.06285861879587173,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-02-02-01.wav,03-01-06-02-02-02-01.wav,fearful,06,1,male,strong,2,Dogs are sitting by the door,2,speech,audio_only,48000,3.9039166666666665,0.498748779296875,0.042862869799137115,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-01-01-01.wav,03-01-07-01-01-01-01.wav,disgust,07,1,male,normal,1,Kids are talking by the door,1,speech,audio_only,48000,3.8705208333333334,0.033966064453125,0.0044189984910190105,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-01-02-01.wav,03-01-07-01-01-02-01.wav,disgust,07,1,male,normal,1,Kids are talking by the door,2,speech,audio_only,48000,3.9038958333333333,0.0545654296875,0.005243483930826187,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-02-01-01.wav,03-01-07-01-02-01-01.wav,disgust,07,1,male,normal,2,Dogs are sitting by the door,1,speech,audio_only,48000,3.9038958333333333,0.035736083984375,0.004453281871974468,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-02-02-01.wav,03-01-07-01-02-02-01.wav,disgust,07,1,male,normal,2,Dogs are sitting by the door,2,speech,audio_only,48000,3.8371666666666666,0.037994384765625,0.004891569726169109,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-01-01-01.wav,03-01-07-02-01-01-01.wav,disgust,07,1,male,strong,1,Kids are talking by the door,1,speech,audio_only,48000,4.304291666666667,0.201812744140625,0.02072794921696186,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-01-02-01.wav,03-01-07-02-01-02-01.wav,disgust,07,1,male,strong,1,Kids are talking by the door,2,speech,audio_only,48000,4.104104166666667,0.171539306640625,0.020742490887641907,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-02-01-01.wav,03-01-07-02-02-01-01.wav,disgust,07,1,male,strong,2,Dogs are sitting by the door,1,speech,audio_only,48000,4.037375,0.1824951171875,0.019093841314315796,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-02-02-01.wav,03-01-07-02-02-02-01.wav,disgust,07,1,male,strong,2,Dogs are sitting by the door,2,speech,audio_only,48000,4.371020833333334,0.1807861328125,0.019441118463873863,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-01-01-01.wav,03-01-08-01-01-01-01.wav,surprised,08,1,male,normal,1,Kids are talking by the door,1,speech,audio_only,48000,3.403395833333333,0.06622314453125,0.005816338118165731,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-01-02-01.wav,03-01-08-01-01-02-01.wav,surprised,08,1,male,normal,1,Kids are talking by the door,2,speech,audio_only,48000,3.2699166666666666,0.062255859375,0.005750185810029507,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-02-01-01.wav,03-01-08-01-02-01-01.wav,surprised,08,1,male,normal,2,Dogs are sitting by the door,1,speech,audio_only,48000,3.536875,0.07098388671875,0.005932664964348078,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-02-02-01.wav,03-01-08-01-02-02-01.wav,surprised,08,1,male,normal,2,Dogs are sitting by the door,2,speech,audio_only,48000,3.2699166666666666,0.067474365234375,0.0068497806787490845,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-01-01-01.wav,03-01-08-02-01-01-01.wav,surprised,08,1,male,strong,1,Kids are talking by the door,1,speech,audio_only,48000,3.43675,0.1143798828125,0.012245983816683292,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-01-02-01.wav,03-01-08-02-01-02-01.wav,surprised,08,1,male,strong,1,Kids are talking by the door,2,speech,audio_only,48000,3.5702291666666666,0.149627685546875,0.016739021986722946,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-02-01-01.wav,03-01-08-02-02-01-01.wav,surprised,08,1,male,strong,2,Dogs are sitting by the door,1,speech,audio_only,48000,3.5035,0.113861083984375,0.011375551111996174,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-02-02-01.wav,03-01-08-02-02-02-01.wav,surprised,08,1,male,strong,2,Dogs are sitting by the door,2,speech,audio_only,48000,3.2699375,0.116729736328125,0.016182849183678627,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-01-01-02.wav,03-01-01-01-01-01-02.wav,calm,01,2,female,normal,1,Kids are talking by the door,1,speech,audio_only,48000,3.6369583333333333,0.0771484375,0.00645402679219842,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-01-02-02.wav,03-01-01-01-01-02-02.wav,calm,01,2,female,normal,1,Kids are talking by the door,2,speech,audio_only,48000,3.6036041666666665,0.064117431640625,0.0061493078246712685,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-02-01-02.wav,03-01-01-01-02-01-02.wav,calm,01,2,female,normal,2,Dogs are sitting by the door,1,speech,audio_only,48000,3.7704166666666667,0.110382080078125,0.009507011622190475,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-02-02-02.wav,03-01-01-01-02-02-02.wav,calm,01,2,female,normal,2,Dogs are sitting by the door,2,speech,audio_only,48000,3.6035833333333334,0.09002685546875,0.008513573557138443,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-01-01-02.wav,03-01-02-01-01-01-02.wav,calm,02,2,female,normal,1,Kids are talking by the door,1,speech,audio_only,48000,3.8371666666666666,0.06695556640625,0.005660976283252239,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-01-02-02.wav,03-01-02-01-01-02-02.wav,calm,02,2,female,normal,1,Kids are talking by the door,2,speech,audio_only,48000,4.004,0.047454833984375,0.00563202565535903,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-02-01-02.wav,03-01-02-01-02-01-02.wav,calm,02,2,female,normal,2,Dogs are sitting by the door,1,speech,audio_only,48000,3.8371666666666666,0.06427001953125,0.006178609561175108,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-02-02-02.wav,03-01-02-01-02-02-02.wav,calm,02,2,female,normal,2,Dogs are sitting by the door,2,speech,audio_only,48000,3.970625,0.064697265625,0.005986534990370274,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-01-01-02.wav,03-01-02-02-01-01-02.wav,calm,02,2,female,strong,1,Kids are talking by the door,1,speech,audio_only,48000,4.137479166666667,0.04998779296875,0.00485721742734313,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-01-02-02.wav,03-01-02-02-01-02-02.wav,calm,02,2,female,strong,1,Kids are talking by the door,2,speech,audio_only,48000,4.037375,0.063446044921875,0.005298665724694729,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-02-01-02.wav,03-01-02-02-02-01-02.wav,calm,02,2,female,strong,2,Dogs are sitting by the door,1,speech,audio_only,48000,4.104104166666667,0.059112548828125,0.005701974965631962,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-02-02-02.wav,03-01-02-02-02-02-02.wav,calm,02,2,female,strong,2,Dogs are sitting by the door,2,speech,audio_only,48000,4.104104166666667,0.0416259765625,0.005219004116952419,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-01-01-02.wav,03-01-03-01-01-01-02.wav,happy,03,2,female,normal,1,Kids are talking by the door,1,speech,audio_only,48000,3.6036041666666665,0.173126220703125,0.012553204782307148,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-01-02-02.wav,03-01-03-01-01-02-02.wav,happy,03,2,female,normal,1,Kids are talking by the door,2,speech,audio_only,48000,3.7036875,0.143035888671875,0.010873544029891491,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-02-01-02.wav,03-01-03-01-02-01-02.wav,happy,03,2,female,normal,2,Dogs are sitting by the door,1,speech,audio_only,48000,3.7704375,0.144500732421875,0.012114801444113255,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-02-02-02.wav,03-01-03-01-02-02-02.wav,happy,03,2,female,normal,2,Dogs are sitting by the door,2,speech,audio_only,48000,3.7370833333333335,0.128326416015625,0.011911330744624138,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-01-01-02.wav,03-01-03-02-01-01-02.wav,happy,03,2,female,strong,1,Kids are talking by the door,1,speech,audio_only,48000,3.703708333333333,0.443450927734375,0.031466126441955566,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-01-02-02.wav,03-01-03-02-01-02-02.wav,happy,03,2,female,strong,1,Kids are talking by the door,2,speech,audio_only,48000,3.6703333333333332,0.484771728515625,0.032305385917425156,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-02-01-02.wav,03-01-03-02-02-01-02.wav,happy,03,2,female,strong,2,Dogs are sitting by the door,1,speech,audio_only,48000,3.703708333333333,0.281463623046875,0.02104913257062435,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-02-02-02.wav,03-01-03-02-02-02-02.wav,happy,03,2,female,strong,2,Dogs are sitting by the door,2,speech,audio_only,48000,3.8705208333333334,0.30291748046875,0.023041488602757454,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-01-01-02.wav,03-01-04-01-01-01-02.wav,sad,04,2,female,normal,1,Kids are talking by the door,1,speech,audio_only,48000,3.8371666666666666,0.042877197265625,0.004716978874057531,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-01-02-02.wav,03-01-04-01-01-02-02.wav,sad,04,2,female,normal,1,Kids are talking by the door,2,speech,audio_only,48000,3.7704375,0.076507568359375,0.005540688056498766,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-02-01-02.wav,03-01-04-01-02-01-02.wav,sad,04,2,female,normal,2,Dogs are sitting by the door,1,speech,audio_only,48000,3.7370625,0.071746826171875,0.005862392485141754,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-02-02-02.wav,03-01-04-01-02-02-02.wav,sad,04,2,female,normal,2,Dogs are sitting by the door,2,speech,audio_only,48000,3.7704375,0.070220947265625,0.005474830977618694,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-01-01-02.wav,03-01-04-02-01-01-02.wav,sad,04,2,female,strong,1,Kids are talking by the door,1,speech,audio_only,48000,3.7370833333333335,0.083709716796875,0.00527900131419301,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-01-02-02.wav,03-01-04-02-01-02-02.wav,sad,04,2,female,strong,1,Kids are talking by the door,2,speech,audio_only,48000,3.7704166666666667,0.055328369140625,0.004401764366775751,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-02-01-02.wav,03-01-04-02-02-01-02.wav,sad,04,2,female,strong,2,Dogs are sitting by the door,1,speech,audio_only,48000,3.7036875,0.0626220703125,0.0066230143420398235,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-02-02-02.wav,03-01-04-02-02-02-02.wav,sad,04,2,female,strong,2,Dogs are sitting by the door,2,speech,audio_only,48000,3.6703333333333332,0.0599365234375,0.005573400761932135,False,False,False,False,False,clean
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-01-01-02.wav,03-01-05-01-01-01-02.wav,angry,05,2,female,normal,1,Kids are talking by the door,1,speech,audio_only,48000,3.6703333333333332,0.15972900390625,0.012110753916203976,False,False,False,False,False,clean
