file_path,filename,emotion,emotion_code,actor,gender,intensity,statement,statement_text,repetition,vocal_channel,modality,sample_rate
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-02-02-02-01-01.wav,03-01-02-02-02-01-01.wav,calm,02,1,male,strong,2,Dogs are sitting by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-02-02-02-02-01.wav,03-01-02-02-02-02-01.wav,calm,02,1,male,strong,2,Dogs are sitting by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-01-01-01.wav,03-01-03-01-01-01-01.wav,happy,03,1,male,normal,1,Kids are talking by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-01-02-01.wav,03-01-03-01-01-02-01.wav,happy,03,1,male,normal,1,Kids are talking by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-02-01-01.wav,03-01-03-01-02-01-01.wav,happy,03,1,male,normal,2,Dogs are sitting by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-02-02-01.wav,03-01-03-01-02-02-01.wav,happy,03,1,male,normal,2,Dogs are sitting by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-01-01-01.wav,03-01-03-02-01-01-01.wav,happy,03,1,male,strong,1,Kids are talking by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-01-02-01.wav,03-01-03-02-01-02-01.wav,happy,03,1,male,strong,1,Kids are talking by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-02-01-01.wav,03-01-03-02-02-01-01.wav,happy,03,1,male,strong,2,Dogs are sitting by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-02-02-01.wav,03-01-03-02-02-02-01.wav,happy,03,1,male,strong,2,Dogs are sitting by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-01-01-01.wav,03-01-04-01-01-01-01.wav,sad,04,1,male,normal,1,Kids are talking by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-01-02-01.wav,03-01-04-01-01-02-01.wav,sad,04,1,male,normal,1,Kids are talking by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-02-01-01.wav,03-01-04-01-02-01-01.wav,sad,04,1,male,normal,2,Dogs are sitting by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-02-02-01.wav,03-01-04-01-02-02-01.wav,sad,04,1,male,normal,2,Dogs are sitting by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-01-01-01.wav,03-01-04-02-01-01-01.wav,sad,04,1,male,strong,1,Kids are talking by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-01-02-01.wav,03-01-04-02-01-02-01.wav,sad,04,1,male,strong,1,Kids are talking by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-02-01-01.wav,03-01-04-02-02-01-01.wav,sad,04,1,male,strong,2,Dogs are sitting by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-02-02-01.wav,03-01-04-02-02-02-01.wav,sad,04,1,male,strong,2,Dogs are sitting by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-01-01-01.wav,03-01-05-01-01-01-01.wav,angry,05,1,male,normal,1,Kids are talking by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-01-02-01.wav,03-01-05-01-01-02-01.wav,angry,05,1,male,normal,1,Kids are talking by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-02-01-01.wav,03-01-05-01-02-01-01.wav,angry,05,1,male,normal,2,Dogs are sitting by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-02-02-01.wav,03-01-05-01-02-02-01.wav,angry,05,1,male,normal,2,Dogs are sitting by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-01-01-01.wav,03-01-05-02-01-01-01.wav,angry,05,1,male,strong,1,Kids are talking by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-01-02-01.wav,03-01-05-02-01-02-01.wav,angry,05,1,male,strong,1,Kids are talking by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-02-01-01.wav,03-01-05-02-02-01-01.wav,angry,05,1,male,strong,2,Dogs are sitting by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-02-02-01.wav,03-01-05-02-02-02-01.wav,angry,05,1,male,strong,2,Dogs are sitting by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-01-01-01.wav,03-01-06-01-01-01-01.wav,fearful,06,1,male,normal,1,Kids are talking by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-01-02-01.wav,03-01-06-01-01-02-01.wav,fearful,06,1,male,normal,1,Kids are talking by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-02-01-01.wav,03-01-06-01-02-01-01.wav,fearful,06,1,male,normal,2,Dogs are sitting by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-02-02-01.wav,03-01-06-01-02-02-01.wav,fearful,06,1,male,normal,2,Dogs are sitting by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-01-01-01.wav,03-01-06-02-01-01-01.wav,fearful,06,1,male,strong,1,Kids are talking by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-01-02-01.wav,03-01-06-02-01-02-01.wav,fearful,06,1,male,strong,1,Kids are talking by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-02-01-01.wav,03-01-06-02-02-01-01.wav,fearful,06,1,male,strong,2,Dogs are sitting by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-02-02-01.wav,03-01-06-02-02-02-01.wav,fearful,06,1,male,strong,2,Dogs are sitting by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-01-01-01.wav,03-01-07-01-01-01-01.wav,disgust,07,1,male,normal,1,Kids are talking by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-01-02-01.wav,03-01-07-01-01-02-01.wav,disgust,07,1,male,normal,1,Kids are talking by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-02-01-01.wav,03-01-07-01-02-01-01.wav,disgust,07,1,male,normal,2,Dogs are sitting by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-02-02-01.wav,03-01-07-01-02-02-01.wav,disgust,07,1,male,normal,2,Dogs are sitting by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-01-01-01.wav,03-01-07-02-01-01-01.wav,disgust,07,1,male,strong,1,Kids are talking by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-01-02-01.wav,03-01-07-02-01-02-01.wav,disgust,07,1,male,strong,1,Kids are talking by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-02-01-01.wav,03-01-07-02-02-01-01.wav,disgust,07,1,male,strong,2,Dogs are sitting by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-02-02-01.wav,03-01-07-02-02-02-01.wav,disgust,07,1,male,strong,2,Dogs are sitting by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-01-01-01.wav,03-01-08-01-01-01-01.wav,surprised,08,1,male,normal,1,Kids are talking by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-01-02-01.wav,03-01-08-01-01-02-01.wav,surprised,08,1,male,normal,1,Kids are talking by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-02-01-01.wav,03-01-08-01-02-01-01.wav,surprised,08,1,male,normal,2,Dogs are sitting by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-02-02-01.wav,03-01-08-01-02-02-01.wav,surprised,08,1,male,normal,2,Dogs are sitting by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-01-01-01.wav,03-01-08-02-01-01-01.wav,surprised,08,1,male,strong,1,Kids are talking by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-01-02-01.wav,03-01-08-02-01-02-01.wav,surprised,08,1,male,strong,1,Kids are talking by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-02-01-01.wav,03-01-08-02-02-01-01.wav,surprised,08,1,male,strong,2,Dogs are sitting by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-02-02-01.wav,03-01-08-02-02-02-01.wav,surprised,08,1,male,strong,2,Dogs are sitting by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-01-01-02.wav,03-01-01-01-01-01-02.wav,calm,01,2,female,normal,1,Kids are talking by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-01-02-02.wav,03-01-01-01-01-02-02.wav,calm,01,2,female,normal,1,Kids are talking by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-02-01-02.wav,03-01-01-01-02-01-02.wav,calm,01,2,female,normal,2,Dogs are sitting by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-02-02-02.wav,03-01-01-01-02-02-02.wav,calm,01,2,female,normal,2,Dogs are sitting by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-01-01-02.wav,03-01-02-01-01-01-02.wav,calm,02,2,female,normal,1,Kids are talking by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-01-02-02.wav,03-01-02-01-01-02-02.wav,calm,02,2,female,normal,1,Kids are talking by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-02-01-02.wav,03-01-02-01-02-01-02.wav,calm,02,2,female,normal,2,Dogs are sitting by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-02-02-02.wav,03-01-02-01-02-02-02.wav,calm,02,2,female,normal,2,Dogs are sitting by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-01-01-02.wav,03-01-02-02-01-01-02.wav,calm,02,2,female,strong,1,Kids are talking by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-01-02-02.wav,03-01-02-02-01-02-02.wav,calm,02,2,female,strong,1,Kids are talking by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-02-01-02.wav,03-01-02-02-02-01-02.wav,calm,02,2,female,strong,2,Dogs are sitting by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-02-02-02.wav,03-01-02-02-02-02-02.wav,calm,02,2,female,strong,2,Dogs are sitting by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-01-01-02.wav,03-01-03-01-01-01-02.wav,happy,03,2,female,normal,1,Kids are talking by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-01-02-02.wav,03-01-03-01-01-02-02.wav,happy,03,2,female,normal,1,Kids are talking by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-02-01-02.wav,03-01-03-01-02-01-02.wav,happy,03,2,female,normal,2,Dogs are sitting by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-02-02-02.wav,03-01-03-01-02-02-02.wav,happy,03,2,female,normal,2,Dogs are sitting by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-01-01-02.wav,03-01-03-02-01-01-02.wav,happy,03,2,female,strong,1,Kids are talking by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-01-02-02.wav,03-01-03-02-01-02-02.wav,happy,03,2,female,strong,1,Kids are talking by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-02-01-02.wav,03-01-03-02-02-01-02.wav,happy,03,2,female,strong,2,Dogs are sitting by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-02-02-02.wav,03-01-03-02-02-02-02.wav,happy,03,2,female,strong,2,Dogs are sitting by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-01-01-02.wav,03-01-04-01-01-01-02.wav,sad,04,2,female,normal,1,Kids are talking by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-01-02-02.wav,03-01-04-01-01-02-02.wav,sad,04,2,female,normal,1,Kids are talking by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-02-01-02.wav,03-01-04-01-02-01-02.wav,sad,04,2,female,normal,2,Dogs are sitting by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-02-02-02.wav,03-01-04-01-02-02-02.wav,sad,04,2,female,normal,2,Dogs are sitting by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-01-01-02.wav,03-01-04-02-01-01-02.wav,sad,04,2,female,strong,1,Kids are talking by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-01-02-02.wav,03-01-04-02-01-02-02.wav,sad,04,2,female,strong,1,Kids are talking by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-02-01-02.wav,03-01-04-02-02-01-02.wav,sad,04,2,female,strong,2,Dogs are sitting by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-02-02-02.wav,03-01-04-02-02-02-02.wav,sad,04,2,female,strong,2,Dogs are sitting by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-01-01-02.wav,03-01-05-01-01-01-02.wav,angry,05,2,female,normal,1,Kids are talking by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-01-02-02.wav,03-01-05-01-01-02-02.wav,angry,05,2,female,normal,1,Kids are talking by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-02-01-02.wav,03-01-05-01-02-01-02.wav,angry,05,2,female,normal,2,Dogs are sitting by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-02-02-02.wav,03-01-05-01-02-02-02.wav,angry,05,2,female,normal,2,Dogs are sitting by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-01-01-02.wav,03-01-05-02-01-01-02.wav,angry,05,2,female,strong,1,Kids are talking by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-01-02-02.wav,03-01-05-02-01-02-02.wav,angry,05,2,female,strong,1,Kids are talking by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-02-01-02.wav,03-01-05-02-02-01-02.wav,angry,05,2,female,strong,2,Dogs are sitting by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-02-02-02.wav,03-01-05-02-02-02-02.wav,angry,05,2,female,strong,2,Dogs are sitting by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-01-01-02.wav,03-01-06-01-01-01-02.wav,fearful,06,2,female,normal,1,Kids are talking by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-01-02-02.wav,03-01-06-01-01-02-02.wav,fearful,06,2,female,normal,1,Kids are talking by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-02-01-02.wav,03-01-06-01-02-01-02.wav,fearful,06,2,female,normal,2,Dogs are sitting by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-02-02-02.wav,03-01-06-01-02-02-02.wav,fearful,06,2,female,normal,2,Dogs are sitting by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-01-01-02.wav,03-01-06-02-01-01-02.wav,fearful,06,2,female,strong,1,Kids are talking by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-01-02-02.wav,03-01-06-02-01-02-02.wav,fearful,06,2,female,strong,1,Kids are talking by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-02-01-02.wav,03-01-06-02-02-01-02.wav,fearful,06,2,female,strong,2,Dogs are sitting by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-06-02-02-02-02.wav,03-01-06-02-02-02-02.wav,fearful,06,2,female,strong,2,Dogs are sitting by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-01-01-02.wav,03-01-07-01-01-01-02.wav,disgust,07,2,female,normal,1,Kids are talking by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-01-02-02.wav,03-01-07-01-01-02-02.wav,disgust,07,2,female,normal,1,Kids are talking by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-02-01-02.wav,03-01-07-01-02-01-02.wav,disgust,07,2,female,normal,2,Dogs are sitting by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-07-01-02-02-02.wav,03-01-07-01-02-02-02.wav,disgust,07,2,female,normal,2,Dogs are sitting by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-01-01-02.wav,03-01-07-02-01-01-02.wav,disgust,07,2,female,strong,1,Kids are talking by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-01-02-02.wav,03-01-07-02-01-02-02.wav,disgust,07,2,female,strong,1,Kids are talking by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-02-01-02.wav,03-01-07-02-02-01-02.wav,disgust,07,2,female,strong,2,Dogs are sitting by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-07-02-02-02-02.wav,03-01-07-02-02-02-02.wav,disgust,07,2,female,strong,2,Dogs are sitting by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-08-01-01-01-02.wav,03-01-08-01-01-01-02.wav,surprised,08,2,female,normal,1,Kids are talking by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-08-01-01-02-02.wav,03-01-08-01-01-02-02.wav,surprised,08,2,female,normal,1,Kids are talking by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-08-01-02-01-02.wav,03-01-08-01-02-01-02.wav,surprised,08,2,female,normal,2,Dogs are sitting by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-08-01-02-02-02.wav,03-01-08-01-02-02-02.wav,surprised,08,2,female,normal,2,Dogs are sitting by the door,2,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-08-02-01-01-02.wav,03-01-08-02-01-01-02.wav,surprised,08,2,female,strong,1,Kids are talking by the door,1,speech,audio_only,16000
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-08-02-01-02-02.wav,03-01-08-02-01-02-02.wav,surprised,08,2,female,strong,1,Kids are talking by the door,2,speech,audio_only,16000
