file_path,filename,emotion,emotion_code,actor,gender,intensity,statement,statement_text,repetition,vocal_channel,modality,sample_rate,num_samples,duration,rms_energy
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-01-01-01.wav,03-01-03-01-01-01-01.wav,happy,03,1,male,normal,1,Kids are talking by the door,1,speech,audio_only,48000.0,166567.0,3.4701458333333335,0.007172900252044201
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-01-02-01.wav,03-01-03-01-01-02-01.wav,happy,03,1,male,normal,1,Kids are talking by the door,2,speech,audio_only,48000.0,166566.0,3.470125,0.008320282213389874
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-02-01-01.wav,03-01-03-01-02-01-01.wav,happy,03,1,male,normal,2,Dogs are sitting by the door,1,speech,audio_only,48000.0,169769.0,3.5368541666666666,0.006409137509763241
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-01-02-02-01.wav,03-01-03-01-02-02-01.wav,happy,03,1,male,normal,2,Dogs are sitting by the door,2,speech,audio_only,48000.0,177778.0,3.703708333333333,0.005991647485643625
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-01-01-01.wav,03-01-03-02-01-01-01.wav,happy,03,1,male,strong,1,Kids are talking by the door,1,speech,audio_only,48000.0,176176.0,3.6703333333333332,0.01103049237281084
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-01-02-01.wav,03-01-03-02-01-02-01.wav,happy,03,1,male,strong,1,Kids are talking by the door,2,speech,audio_only,48000.0,174574.0,3.6369583333333333,0.014462556689977646
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-02-01-01.wav,03-01-03-02-02-01-01.wav,happy,03,1,male,strong,2,Dogs are sitting by the door,1,speech,audio_only,48000.0,188988.0,3.93725,0.017518894746899605
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-03-02-02-02-01.wav,03-01-03-02-02-02-01.wav,happy,03,1,male,strong,2,Dogs are sitting by the door,2,speech,audio_only,48000.0,188989.0,3.9372708333333333,0.01633586920797825
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-01-01-01.wav,03-01-04-01-01-01-01.wav,sad,04,1,male,normal,1,Kids are talking by the door,1,speech,audio_only,48000.0,184184.0,3.8371666666666666,0.0037387192714959383
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-01-02-01.wav,03-01-04-01-01-02-01.wav,sad,04,1,male,normal,1,Kids are talking by the door,2,speech,audio_only,48000.0,171371.0,3.5702291666666666,0.003480493789538741
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-02-01-01.wav,03-01-04-01-02-01-01.wav,sad,04,1,male,normal,2,Dogs are sitting by the door,1,speech,audio_only,48000.0,168168.0,3.5035,0.003021057927981019
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-01-02-02-01.wav,03-01-04-01-02-02-01.wav,sad,04,1,male,normal,2,Dogs are sitting by the door,2,speech,audio_only,48000.0,161762.0,3.370041666666667,0.003945899195969105
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-01-01-01.wav,03-01-04-02-01-01-01.wav,sad,04,1,male,strong,1,Kids are talking by the door,1,speech,audio_only,48000.0,182582.0,3.8037916666666667,0.004732837434858084
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-01-02-01.wav,03-01-04-02-01-02-01.wav,sad,04,1,male,strong,1,Kids are talking by the door,2,speech,audio_only,48000.0,177778.0,3.703708333333333,0.008611271157860756
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-02-01-01.wav,03-01-04-02-02-01-01.wav,sad,04,1,male,strong,2,Dogs are sitting by the door,1,speech,audio_only,48000.0,179380.0,3.7370833333333335,0.008392269723117352
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-04-02-02-02-01.wav,03-01-04-02-02-02-01.wav,sad,04,1,male,strong,2,Dogs are sitting by the door,2,speech,audio_only,48000.0,179379.0,3.7370625,0.0097658047452569
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-01-01-01.wav,03-01-05-01-01-01-01.wav,angry,05,1,male,normal,1,Kids are talking by the door,1,speech,audio_only,48000.0,185786.0,3.8705416666666665,0.015064570121467113
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-01-02-01.wav,03-01-05-01-01-02-01.wav,angry,05,1,male,normal,1,Kids are talking by the door,2,speech,audio_only,48000.0,188989.0,3.9372708333333333,0.015829281881451607
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-02-01-01.wav,03-01-05-01-02-01-01.wav,angry,05,1,male,normal,2,Dogs are sitting by the door,1,speech,audio_only,48000.0,168168.0,3.5035,0.012078898027539253
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-01-02-02-01.wav,03-01-05-01-02-02-01.wav,angry,05,1,male,normal,2,Dogs are sitting by the door,2,speech,audio_only,48000.0,179379.0,3.7370625,0.01865324191749096
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-01-01-01.wav,03-01-05-02-01-01-01.wav,angry,05,1,male,strong,1,Kids are talking by the door,1,speech,audio_only,48000.0,196997.0,4.104104166666667,0.08897252380847931
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-01-02-01.wav,03-01-05-02-01-02-01.wav,angry,05,1,male,strong,1,Kids are talking by the door,2,speech,audio_only,48000.0,209810.0,4.371041666666667,0.05375795438885689
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-02-01-01.wav,03-01-05-02-02-01-01.wav,angry,05,1,male,strong,2,Dogs are sitting by the door,1,speech,audio_only,48000.0,198598.0,4.137458333333333,0.05624742433428764
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-05-02-02-02-01.wav,03-01-05-02-02-02-01.wav,angry,05,1,male,strong,2,Dogs are sitting by the door,2,speech,audio_only,48000.0,213013.0,4.437770833333333,0.14970125257968903
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-01-01-01.wav,03-01-06-01-01-01-01.wav,fearful,06,1,male,normal,1,Kids are talking by the door,1,speech,audio_only,48000.0,176176.0,3.6703333333333332,0.010111521929502487
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-01-02-01.wav,03-01-06-01-01-02-01.wav,fearful,06,1,male,normal,1,Kids are talking by the door,2,speech,audio_only,48000.0,174575.0,3.636979166666667,0.009289662353694439
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-02-01-01.wav,03-01-06-01-02-01-01.wav,fearful,06,1,male,normal,2,Dogs are sitting by the door,1,speech,audio_only,48000.0,164965.0,3.4367708333333336,0.008191191591322422
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-01-02-02-01.wav,03-01-06-01-02-02-01.wav,fearful,06,1,male,normal,2,Dogs are sitting by the door,2,speech,audio_only,48000.0,177777.0,3.7036875,0.007422902621328831
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-01-01-01.wav,03-01-06-02-01-01-01.wav,fearful,06,1,male,strong,1,Kids are talking by the door,1,speech,audio_only,48000.0,240240.0,5.005,0.03109271451830864
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-01-02-01.wav,03-01-06-02-01-02-01.wav,fearful,06,1,male,strong,1,Kids are talking by the door,2,speech,audio_only,48000.0,203403.0,4.2375625,0.0401754193007946
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-02-01-01.wav,03-01-06-02-02-01-01.wav,fearful,06,1,male,strong,2,Dogs are sitting by the door,1,speech,audio_only,48000.0,190590.0,3.970625,0.06285861879587173
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-06-02-02-02-01.wav,03-01-06-02-02-02-01.wav,fearful,06,1,male,strong,2,Dogs are sitting by the door,2,speech,audio_only,48000.0,187388.0,3.9039166666666665,0.042862869799137115
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-01-01-01.wav,03-01-07-01-01-01-01.wav,disgust,07,1,male,normal,1,Kids are talking by the door,1,speech,audio_only,48000.0,185785.0,3.8705208333333334,0.0044189984910190105
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-01-02-01.wav,03-01-07-01-01-02-01.wav,disgust,07,1,male,normal,1,Kids are talking by the door,2,speech,audio_only,48000.0,187387.0,3.9038958333333333,0.005243483930826187
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-02-01-01.wav,03-01-07-01-02-01-01.wav,disgust,07,1,male,normal,2,Dogs are sitting by the door,1,speech,audio_only,48000.0,187387.0,3.9038958333333333,0.004453281871974468
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-01-02-02-01.wav,03-01-07-01-02-02-01.wav,disgust,07,1,male,normal,2,Dogs are sitting by the door,2,speech,audio_only,48000.0,184184.0,3.8371666666666666,0.004891569726169109
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-01-01-01.wav,03-01-07-02-01-01-01.wav,disgust,07,1,male,strong,1,Kids are talking by the door,1,speech,audio_only,48000.0,206606.0,4.304291666666667,0.02072794921696186
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-01-02-01.wav,03-01-07-02-01-02-01.wav,disgust,07,1,male,strong,1,Kids are talking by the door,2,speech,audio_only,48000.0,196997.0,4.104104166666667,0.020742490887641907
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-02-01-01.wav,03-01-07-02-02-01-01.wav,disgust,07,1,male,strong,2,Dogs are sitting by the door,1,speech,audio_only,48000.0,193794.0,4.037375,0.019093841314315796
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-07-02-02-02-01.wav,03-01-07-02-02-02-01.wav,disgust,07,1,male,strong,2,Dogs are sitting by the door,2,speech,audio_only,48000.0,209809.0,4.371020833333334,0.019441118463873863
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-01-01-01.wav,03-01-08-01-01-01-01.wav,surprised,08,1,male,normal,1,Kids are talking by the door,1,speech,audio_only,48000.0,163363.0,3.403395833333333,0.005816338118165731
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-01-02-01.wav,03-01-08-01-01-02-01.wav,surprised,08,1,male,normal,1,Kids are talking by the door,2,speech,audio_only,48000.0,156956.0,3.2699166666666666,0.005750185810029507
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-02-01-01.wav,03-01-08-01-02-01-01.wav,surprised,08,1,male,normal,2,Dogs are sitting by the door,1,speech,audio_only,48000.0,169770.0,3.536875,0.005932664964348078
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-01-02-02-01.wav,03-01-08-01-02-02-01.wav,surprised,08,1,male,normal,2,Dogs are sitting by the door,2,speech,audio_only,48000.0,156956.0,3.2699166666666666,0.0068497806787490845
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-01-01-01.wav,03-01-08-02-01-01-01.wav,surprised,08,1,male,strong,1,Kids are talking by the door,1,speech,audio_only,48000.0,164964.0,3.43675,0.012245983816683292
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-01-02-01.wav,03-01-08-02-01-02-01.wav,surprised,08,1,male,strong,1,Kids are talking by the door,2,speech,audio_only,48000.0,171371.0,3.5702291666666666,0.016739021986722946
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-02-01-01.wav,03-01-08-02-02-01-01.wav,surprised,08,1,male,strong,2,Dogs are sitting by the door,1,speech,audio_only,48000.0,168168.0,3.5035,0.011375551111996174
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_01/03-01-08-02-02-02-01.wav,03-01-08-02-02-02-01.wav,surprised,08,1,male,strong,2,Dogs are sitting by the door,2,speech,audio_only,48000.0,156957.0,3.2699375,0.016182849183678627
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-01-01-02.wav,03-01-01-01-01-01-02.wav,calm,01,2,female,normal,1,Kids are talking by the door,1,speech,audio_only,48000.0,174574.0,3.6369583333333333,0.00645402679219842
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-01-02-02.wav,03-01-01-01-01-02-02.wav,calm,01,2,female,normal,1,Kids are talking by the door,2,speech,audio_only,48000.0,172973.0,3.6036041666666665,0.0061493078246712685
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-02-01-02.wav,03-01-01-01-02-01-02.wav,calm,01,2,female,normal,2,Dogs are sitting by the door,1,speech,audio_only,48000.0,180980.0,3.7704166666666667,0.009507011622190475
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-01-01-02-02-02.wav,03-01-01-01-02-02-02.wav,calm,01,2,female,normal,2,Dogs are sitting by the door,2,speech,audio_only,48000.0,172972.0,3.6035833333333334,0.008513573557138443
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-01-01-02.wav,03-01-02-01-01-01-02.wav,calm,02,2,female,normal,1,Kids are talking by the door,1,speech,audio_only,48000.0,184184.0,3.8371666666666666,0.005660976283252239
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-01-02-02.wav,03-01-02-01-01-02-02.wav,calm,02,2,female,normal,1,Kids are talking by the door,2,speech,audio_only,48000.0,192192.0,4.004,0.00563202565535903
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-02-01-02.wav,03-01-02-01-02-01-02.wav,calm,02,2,female,normal,2,Dogs are sitting by the door,1,speech,audio_only,48000.0,184184.0,3.8371666666666666,0.006178609561175108
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-02-01-02-02-02.wav,03-01-02-01-02-02-02.wav,calm,02,2,female,normal,2,Dogs are sitting by the door,2,speech,audio_only,48000.0,190590.0,3.970625,0.005986534990370274
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-01-01-02.wav,03-01-02-02-01-01-02.wav,calm,02,2,female,strong,1,Kids are talking by the door,1,speech,audio_only,48000.0,198599.0,4.137479166666667,0.00485721742734313
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-01-02-02.wav,03-01-02-02-01-02-02.wav,calm,02,2,female,strong,1,Kids are talking by the door,2,speech,audio_only,48000.0,193794.0,4.037375,0.005298665724694729
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-02-01-02.wav,03-01-02-02-02-01-02.wav,calm,02,2,female,strong,2,Dogs are sitting by the door,1,speech,audio_only,48000.0,196997.0,4.104104166666667,0.005701974965631962
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-02-02-02-02-02.wav,03-01-02-02-02-02-02.wav,calm,02,2,female,strong,2,Dogs are sitting by the door,2,speech,audio_only,48000.0,196997.0,4.104104166666667,0.005219004116952419
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-01-01-02.wav,03-01-03-01-01-01-02.wav,happy,03,2,female,normal,1,Kids are talking by the door,1,speech,audio_only,48000.0,172973.0,3.6036041666666665,0.012553204782307148
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-01-02-02.wav,03-01-03-01-01-02-02.wav,happy,03,2,female,normal,1,Kids are talking by the door,2,speech,audio_only,48000.0,177777.0,3.7036875,0.010873544029891491
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-02-01-02.wav,03-01-03-01-02-01-02.wav,happy,03,2,female,normal,2,Dogs are sitting by the door,1,speech,audio_only,48000.0,180981.0,3.7704375,0.012114801444113255
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-03-01-02-02-02.wav,03-01-03-01-02-02-02.wav,happy,03,2,female,normal,2,Dogs are sitting by the door,2,speech,audio_only,48000.0,179380.0,3.7370833333333335,0.011911330744624138
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-01-01-02.wav,03-01-03-02-01-01-02.wav,happy,03,2,female,strong,1,Kids are talking by the door,1,speech,audio_only,48000.0,177778.0,3.703708333333333,0.031466126441955566
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-01-02-02.wav,03-01-03-02-01-02-02.wav,happy,03,2,female,strong,1,Kids are talking by the door,2,speech,audio_only,48000.0,176176.0,3.6703333333333332,0.032305385917425156
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-02-01-02.wav,03-01-03-02-02-01-02.wav,happy,03,2,female,strong,2,Dogs are sitting by the door,1,speech,audio_only,48000.0,177778.0,3.703708333333333,0.02104913257062435
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-03-02-02-02-02.wav,03-01-03-02-02-02-02.wav,happy,03,2,female,strong,2,Dogs are sitting by the door,2,speech,audio_only,48000.0,185785.0,3.8705208333333334,0.023041488602757454
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-01-01-02.wav,03-01-04-01-01-01-02.wav,sad,04,2,female,normal,1,Kids are talking by the door,1,speech,audio_only,48000.0,184184.0,3.8371666666666666,0.004716978874057531
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-01-02-02.wav,03-01-04-01-01-02-02.wav,sad,04,2,female,normal,1,Kids are talking by the door,2,speech,audio_only,48000.0,180981.0,3.7704375,0.005540688056498766
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-02-01-02.wav,03-01-04-01-02-01-02.wav,sad,04,2,female,normal,2,Dogs are sitting by the door,1,speech,audio_only,48000.0,179379.0,3.7370625,0.005862392485141754
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-04-01-02-02-02.wav,03-01-04-01-02-02-02.wav,sad,04,2,female,normal,2,Dogs are sitting by the door,2,speech,audio_only,48000.0,180981.0,3.7704375,0.005474830977618694
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-01-01-02.wav,03-01-04-02-01-01-02.wav,sad,04,2,female,strong,1,Kids are talking by the door,1,speech,audio_only,48000.0,179380.0,3.7370833333333335,0.00527900131419301
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-01-02-02.wav,03-01-04-02-01-02-02.wav,sad,04,2,female,strong,1,Kids are talking by the door,2,speech,audio_only,48000.0,180980.0,3.7704166666666667,0.004401764366775751
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-02-01-02.wav,03-01-04-02-02-01-02.wav,sad,04,2,female,strong,2,Dogs are sitting by the door,1,speech,audio_only,48000.0,177777.0,3.7036875,0.0066230143420398235
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-04-02-02-02-02.wav,03-01-04-02-02-02-02.wav,sad,04,2,female,strong,2,Dogs are sitting by the door,2,speech,audio_only,48000.0,176176.0,3.6703333333333332,0.005573400761932135
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-01-01-02.wav,03-01-05-01-01-01-02.wav,angry,05,2,female,normal,1,Kids are talking by the door,1,speech,audio_only,48000.0,176176.0,3.6703333333333332,0.012110753916203976
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-01-02-02.wav,03-01-05-01-01-02-02.wav,angry,05,2,female,normal,1,Kids are talking by the door,2,speech,audio_only,48000.0,176176.0,3.6703333333333332,0.013068773783743382
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-02-01-02.wav,03-01-05-01-02-01-02.wav,angry,05,2,female,normal,2,Dogs are sitting by the door,1,speech,audio_only,48000.0,180980.0,3.7704166666666667,0.013859757222235203
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-05-01-02-02-02.wav,03-01-05-01-02-02-02.wav,angry,05,2,female,normal,2,Dogs are sitting by the door,2,speech,audio_only,48000.0,182582.0,3.8037916666666667,0.014013825915753841
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-01-01-02.wav,03-01-05-02-01-01-02.wav,angry,05,2,female,strong,1,Kids are talking by the door,1,speech,audio_only,48000.0,187388.0,3.9039166666666665,0.04238877072930336
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-01-02-02.wav,03-01-05-02-01-02-02.wav,angry,05,2,female,strong,1,Kids are talking by the door,2,speech,audio_only,48000.0,192192.0,4.004,0.033056989312171936
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-02-01-02.wav,03-01-05-02-02-01-02.wav,angry,05,2,female,strong,2,Dogs are sitting by the door,1,speech,audio_only,48000.0,192192.0,4.004,0.08012896031141281
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-05-02-02-02-02.wav,03-01-05-02-02-02-02.wav,angry,05,2,female,strong,2,Dogs are sitting by the door,2,speech,audio_only,48000.0,192192.0,4.004,0.06853185594081879
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-01-01-02.wav,03-01-06-01-01-01-02.wav,fearful,06,2,female,normal,1,Kids are talking by the door,1,speech,audio_only,48000.0,174575.0,3.636979166666667,0.012599238194525242
/Users/devanshbansal/Desktop/ser/dataset/Audio_Speech_Actors_01-24/Actor_02/03-01-06-01-01-02-02.wav,03-01-06-01-01-02-02.wav,fearful,06,2,female,normal,1,Kids are talking by the door,2,speech,audio_only,48000.0,179379.0,3.7370625,0.013394124805927277
